Date,Open,High,Low,Close,Adj Close,Volume,12-day EMA,26-day EMA,MACD line,Signal line,MACD histogram,Up,Down,SMA Up,SMA Down,RS,RSI
3/4/2016,25.592501,25.9375,25.342501,25.752501,24.0298,184220400,23.0601,22.8874,0.1727,-0.0667,0.2394,0.3522,0,0.225114286,0.074814286,3.008974604,75.05596571
3/7/2016,25.5975,25.7075,25.24,25.467501,23.7639,143315600,23.1684,22.9524,0.2161,-0.0101,0.2262,0,0.2659,0.180957143,0.093807143,1.929033732,65.85904802
3/8/2016,25.195,25.440001,25.1,25.2575,23.5679,126247600,23.2299,22.9979,0.2319,0.0383,0.1936,0,0.196,0.156292857,0.107807143,1.449744915,59.17942338
3/9/2016,25.327499,25.395,25.067499,25.280001,23.5889,108806800,23.2851,23.0417,0.2434,0.0793,0.1641,0.021,0,0.157792857,0.076814286,2.054212386,67.2583346
3/10/2016,25.352501,25.559999,25.0375,25.2925,23.6006,134054400,23.3336,23.0831,0.2505,0.1136,0.137,0.0117,0,0.158628571,0.07315,2.168538229,68.43970538
3/11/2016,25.559999,25.57,25.375,25.565001,23.8548,109632800,23.4138,23.1403,0.2735,0.1455,0.128,0.2543,0,0.1628,0.07315,2.22556391,68.997669
3/14/2016,25.477501,25.727501,25.445,25.629999,23.9155,100304400,23.491,23.1977,0.2933,0.1751,0.1182,0.0607,0,0.167135714,0.036657143,4.559431021,82.01254776
3/15/2016,25.99,26.295,25.9625,26.145,24.3961,160270800,23.6302,23.2865,0.3438,0.2088,0.1349,0.4806,0,0.177971429,0.036657143,4.85502728,82.92066028
3/16/2016,26.1525,26.577499,26.147499,26.4925,24.7203,153214000,23.7979,23.3927,0.4053,0.2481,0.1571,0.3243,0,0.190135714,0.036657143,5.186866719,83.83672955
3/17/2016,26.379999,26.6175,26.24,26.450001,24.6806,137682800,23.9337,23.4881,0.4457,0.2876,0.158,0,0.0397,0.187635714,0.039492857,4.751130403,82.61211397
3/18/2016,26.584999,26.625,26.297501,26.48,24.7086,176820800,24.053,23.5785,0.4745,0.325,0.1495,0.028,0,0.189635714,0.035828571,5.292862839,84.10898147
3/21/2016,26.4825,26.9125,26.285,26.477501,24.7063,142010800,24.1535,23.662,0.4914,0.3583,0.1332,0,0.0023,0.12565,0.035992857,3.490970431,77.73309766
3/22/2016,26.3125,26.8225,26.3025,26.68,24.8953,129777600,24.2676,23.7534,0.5142,0.3895,0.1247,0.189,0,0.135485714,0.035992857,3.764238936,79.01028867
3/23/2016,26.620001,26.7675,26.475,26.532499,24.7576,102814000,24.343,23.8278,0.5152,0.4146,0.1006,0,0.1376,0.122985714,0.045821429,2.684021824,72.85575255
3/24/2016,26.3675,26.5625,26.2225,26.4175,24.6503,104532000,24.3903,23.8887,0.5016,0.432,0.0696,0,0.1073,0.097828571,0.053485714,1.829059829,64.65256798
3/28/2016,26.5,26.547501,26.264999,26.297501,24.5383,77645600,24.413,23.9368,0.4762,0.4408,0.0354,0,0.112,0.097828571,0.042492857,2.30223567,69.71748537
3/29/2016,26.2225,26.9475,26.219999,26.92,25.1192,124760400,24.5217,24.0244,0.4973,0.4521,0.0451,0.5809,0,0.139321429,0.028492857,4.889696666,83.0211969
3/30/2016,27.1625,27.605,27.15,27.389999,25.5578,182404400,24.6811,24.138,0.5431,0.4703,0.0728,0.4386,0,0.16915,0.028492857,5.936575583,85.58366462
3/31/2016,27.43,27.475,27.219999,27.247499,25.4248,103553600,24.7955,24.2333,0.5622,0.4887,0.0735,0,0.133,0.168314286,0.037992857,4.430156044,81.58432296
4/1/2016,27.195,27.5,27.049999,27.497499,25.6581,103496000,24.9282,24.3389,0.5894,0.5088,0.0805,0.2333,0,0.166814286,0.037992857,4.390674939,81.44944722
4/4/2016,27.605,28.047501,27.567499,27.780001,25.9217,149424800,25.081,24.4561,0.6249,0.5321,0.0929,0.2636,0,0.181307143,0.037992857,4.77213762,82.67539574
4/5/2016,27.377501,27.682501,27.355,27.452499,25.6161,106314800,25.1634,24.542,0.6213,0.5499,0.0714,0,0.3056,0.146978571,0.059821429,2.456955224,71.07281017
4/6/2016,27.557501,27.745001,27.299999,27.74,25.8844,105616400,25.2743,24.6415,0.6328,0.5665,0.0663,0.2683,0,0.142978571,0.059821429,2.390089552,70.50225416
4/7/2016,27.487499,27.605,27.030001,27.135,25.3198,127207600,25.2813,24.6917,0.5896,0.5711,0.0185,0,0.5645,0.142978571,0.097307143,1.4693533,59.50356718
4/8/2016,27.227501,27.442499,27.0425,27.165001,25.3478,94326800,25.2915,24.7403,0.5512,0.5671,-0.0159,0.028,0,0.142978571,0.097307143,1.4693533,59.50356718
4/11/2016,27.2425,27.6525,27.2075,27.254999,25.4318,117630000,25.3131,24.7915,0.5216,0.558,-0.0364,0.084,0,0.148978571,0.097142857,1.533602941,60.5305163
4/12/2016,27.334999,27.625,27.165001,27.610001,25.763,108929200,25.3823,24.8635,0.5188,0.5502,-0.0313,0.3313,0,0.159142857,0.097142857,1.638235294,62.09587514
